id,bank,counterparty,posted,new_balance,value,type,user,account_type
ca04f182-571b-4828-8767-5dcbca9a39e6,bank_c_01.uk,Starbucks,2016-06-06,181904.34,-340.77,food,Ammy Smith,CURRENT
fb46651d-2530-4998-9ce8-3054f7520bde,bank_c_01.uk,AMC Theaters,2016-06-09,181209.09,-695.25,entertainment,Ammy Smith,CURRENT
be3e6046-5755-4908-932e-5fce2f43e42e,bank_c_00.uk,INCOME,2016-06-10,115371.44,33000.00,INCOME,John Williams,CURRENT
29017075-d665-4e17-88f7-b6b20077cb4a,bank_c_00.uk,Whole Foods,2016-06-12,114975.80,-395.64,food,John Williams,CURRENT
d5d3c40a-76f6-427f-bb5c-ea5e108c17ae,bank_c_00.uk,Nordstrom,2016-06-15,114680.39,-295.41,gift,John Williams,CURRENT
eb85c3c8-7d16-448c-9dbb-9ebbb8d7ec20,bank_c_00.uk,Dr. Phillips,2016-06-16,113491.37,-1189.02,health,John Williams,CURRENT
d10352a3-de40-4fa8-954f-537d64c8f4ec,bank_c_00.uk,Whole Foods,2016-06-19,112926.72,-564.65,food,John Williams,CURRENT
6467f31d-6673-4029-b513-43a9bd2594fa,bank_c_00.uk,Late Fee,2016-06-19,112501.18,-425.54,fee,John Williams,CURRENT
bc76a073-1d50-4687-bdf9-48ec182b86ba,bank_c_00.uk,Union 76,2016-06-21,110524.76,-1976.42,auto,John Williams,CURRENT
6376b522-f2b9-4326-8f4d-15cde9e93c93,bank_c_00.uk,Whole Foods,2016-06-23,110163.36,-361.40,food,John Williams,CURRENT
994929d9-0022-40d5-9dd6-3d5f77255302,bank_c_00.uk,Whole Foods,2016-06-25,109783.84,-379.52,food,John Williams,CURRENT
b3711114-8060-4721-bc34-674a534f1cba,bank_c_00.uk,Whole Foods,2016-06-29,109301.78,-482.06,food,John Williams,CURRENT
b8b2fbae-eb94-4449-8a85-8839b248e6fd,bank_c_00.uk,Amazon.com,2016-06-29,107667.38,-1634.40,education,John Williams,CURRENT
b5fb1486-73f4-4afd-a003-5f5360cab62a,bank_c_00.uk,J. Crew,2016-06-30,106378.65,-1288.73,clothing,John Williams,CURRENT
d1de298c-8928-4c24-a8f9-d82a6f40ca93,bank_c_00.uk,Metreon Theaters,2016-07-04,105617.95,-760.70,entertainment,John Williams,CURRENT
93b3c73e-d4c9-47dc-a350-285906c01a3f,bank_c_00.uk,Verizon,2016-07-10,104352.22,-1265.73,utility,John Williams,CURRENT
f2f99a8a-0a0c-4e81-bef3-e0d7e466418d,bank_c_00.uk,INCOME,2016-06-10,2060000.00,30000.00,INCOME,John Williams,SAVING
39646d50-bc9a-4ab8-a40a-ad7a4850e1f7,bank_c_01.uk,INCOME,2016-06-10,640000.00,20000.00,INCOME,Ammy Smith,SAVING
d07cfe16-5cc3-4736-bdbb-153a5be25ac2,bank_c_01.uk,INCOME,2016-06-10,241209.09,60000.00,INCOME,Ammy Smith,CURRENT
4c74e899-1a7a-43a7-8b88-d13d46cfc092,bank_c_01.uk,RENT,2016-06-10,221209.09,-20000.00,RENT,Ammy Smith,CURRENT
4a593325-5cc3-4c94-bdb1-a20e734eaba6,bank_c_01.uk,Whole Foods,2016-06-11,220769.65,-439.44,food,Ammy Smith,CURRENT
acbc5c03-3d5b-45d9-a2a7-2a1012730ed3,bank_c_01.uk,Whole Foods,2016-06-13,220317.43,-452.22,food,Ammy Smith,CURRENT
8f1f37af-13ad-4898-b64c-0085fbd04903,bank_c_01.uk,Arco,2016-06-15,218912.05,-1405.38,auto,Ammy Smith,CURRENT
efa61a26-452d-4b77-923c-d125539e5dff,bank_c_01.uk,Whole Foods,2016-06-17,218208.18,-703.87,food,Ammy Smith,CURRENT
eb9448be-b44e-473f-84f6-a259989de96b,bank_c_01.uk,Dr. Roberts,2016-06-17,216531.05,-1677.13,health,Ammy Smith,CURRENT
2c259d22-86b8-4c75-981c-587d85c8a7ac,bank_c_01.uk,Whole Foods,2016-06-22,216162.07,-368.98,food,Ammy Smith,CURRENT
1fc66a3a-29f2-4c0e-a17f-06fabf3af68b,bank_c_01.uk,Tuition,2016-06-23,215155.45,-1006.62,education,Ammy Smith,CURRENT
3af099aa-217a-48e3-80ca-0b5e6b1ff201,bank_c_01.uk,AMC Theaters,2016-06-25,214658.97,-496.48,entertainment,Ammy Smith,CURRENT
f848026d-67a3-4bee-911b-d8d64f8ae08e,bank_c_01.uk,The Gap,2016-06-26,213055.22,-1603.75,clothing,Ammy Smith,CURRENT
d1c213e1-0fdc-46c9-a52a-fc648d391dc7,bank_c_01.uk,Whole Foods,2016-06-29,212419.88,-635.34,food,Ammy Smith,CURRENT
7429908f-0739-4e57-a072-359b41f44238,bank_c_01.uk,Interest Fee,2016-06-30,211986.96,-432.92,fee,Ammy Smith,CURRENT
245d96e9-13ac-4055-a607-7a36db60e307,bank_c_01.uk,Nordstrom,2016-07-04,211629.17,-357.79,gift,Ammy Smith,CURRENT
382f61d2-d10d-4e37-861a-ceecd24054bb,bank_c_01.uk,Whole Foods,2016-07-08,210919.82,-709.35,food,Ammy Smith,CURRENT
7d5e4b3d-31ab-416e-93e3-9c591451998f,bank_c_00.uk,INCOME,2016-07-10,137352.22,33000.00,INCOME,John Williams,CURRENT
4b97d295-d2c3-4043-9bc4-449d50289278,bank_c_00.uk,Olive Garden,2016-07-10,137006.65,-345.57,food,John Williams,CURRENT
84c3155b-82a6-402e-8454-78f51a460451,bank_c_00.uk,K&L Wines,2016-07-10,136582.85,-423.80,gift,John Williams,CURRENT
ab703129-8486-4db8-bb2d-e43311f6d5f5,bank_c_00.uk,Banana Republic,2016-07-11,135557.84,-1025.01,clothing,John Williams,CURRENT
b6b85193-6e2f-40af-a6d5-3622aec5cc48,bank_c_00.uk,Registration,2016-07-11,134772.35,-785.49,education,John Williams,CURRENT
bcbb4009-fcd2-496a-af76-657edd1a5ca9,bank_c_00.uk,Olive Garden,2016-07-15,134357.39,-414.96,food,John Williams,CURRENT
fc1eb3e7-fac3-4039-8ee4-d500f58eb66d,bank_c_00.uk,Olive Garden,2016-07-21,134012.72,-344.67,food,John Williams,CURRENT
8690a917-6fbe-4a99-a0a3-d14b6f790fbf,bank_c_00.uk,Shell,2016-07-23,132848.60,-1164.12,auto,John Williams,CURRENT
a665eef0-0da4-4c00-a985-52557dac419d,bank_c_00.uk,Olive Garden,2016-07-26,132145.94,-702.66,food,John Williams,CURRENT
05dbc974-6dc0-4f70-82a8-d72ddf53d63e,bank_c_00.uk,Monthly Fee,2016-08-02,131670.90,-475.04,fee,John Williams,CURRENT
a845d2d1-d5c5-43a5-9b35-6658ace678be,bank_c_00.uk,Dr. Jackson,2016-08-08,129697.80,-1973.10,health,John Williams,CURRENT
f4bfca60-8737-42ee-9a76-e24f746e977e,bank_c_00.uk,Rhapsody,2016-08-08,128990.32,-707.48,entertainment,John Williams,CURRENT
aca75150-e360-4b39-b814-a9b89d315f47,bank_c_00.uk,INCOME,2016-07-10,2090000.00,30000.00,INCOME,John Williams,SAVING
78158199-1bf0-4b3b-9a18-d81a76332779,bank_c_01.uk,INCOME,2016-07-10,660000.00,20000.00,INCOME,Ammy Smith,SAVING
37dfa94e-f17e-485d-91c1-b7f00d7ce8b5,bank_c_01.uk,INCOME,2016-07-10,270919.82,60000.00,INCOME,Ammy Smith,CURRENT
04d7141c-a715-4817-8ed0-a03e654e4189,bank_c_01.uk,Whole Foods,2016-07-10,270335.03,-584.79,food,Ammy Smith,CURRENT
74d1d228-7381-4fc0-bd33-232c41bc64fe,bank_c_01.uk,RENT,2016-07-10,250335.03,-20000.00,RENT,Ammy Smith,CURRENT
985606be-519f-4c05-9ce3-dbf3c29922e0,bank_c_01.uk,Interest Fee,2016-07-15,249755.82,-579.21,fee,Ammy Smith,CURRENT
8f1e6d79-e04d-44ca-bfc4-9e624e95aabb,bank_c_01.uk,Whole Foods,2016-07-20,249360.76,-395.06,food,Ammy Smith,CURRENT
bfd3ab84-719a-41b5-ae2c-b20da168936b,bank_c_01.uk,Whole Foods,2016-07-21,248776.14,-584.62,food,Ammy Smith,CURRENT
2059a940-5ac6-4c09-9f1a-b58e494b4b46,bank_c_01.uk,Nordstrom,2016-07-21,248281.96,-494.18,gift,Ammy Smith,CURRENT
a02fb038-3196-435e-94b0-e752fdc8828c,bank_c_01.uk,PG&E,2016-07-27,246684.19,-1597.77,utility,Ammy Smith,CURRENT
e43845bf-0172-4390-b18d-1972bef6efbb,bank_c_01.uk,Dr. Phillips,2016-07-27,245199.03,-1485.16,health,Ammy Smith,CURRENT
15fa76b7-9bd5-4bc1-9337-f246b3534ed9,bank_c_01.uk,Kenneth Cole,2016-07-29,244276.09,-922.94,clothing,Ammy Smith,CURRENT
e0fde904-28dd-41ab-aa03-409947a492bb,bank_c_01.uk,Tuition,2016-07-29,243075.17,-1200.92,education,Ammy Smith,CURRENT
21c08534-12a5-422b-bd73-02e3cfbabb54,bank_c_01.uk,Whole Foods,2016-08-05,242487.21,-587.96,food,Ammy Smith,CURRENT
d928f456-4f3b-4522-bc33-67c467c23bbb,bank_c_01.uk,Metreon Theaters,2016-08-08,242118.91,-368.30,entertainment,Ammy Smith,CURRENT
2970baa7-7fbe-4e9c-a18f-b98e6d82e0cf,bank_c_00.uk,INCOME,2016-08-09,161990.32,33000.00,INCOME,John Williams,CURRENT
84d1216b-5b74-4579-b8e6-4ab408e75af7,bank_c_00.uk,Kenneth Cole,2016-08-12,160492.57,-1497.75,clothing,John Williams,CURRENT
b628cc76-d4dc-424c-932f-09cb66e33108,bank_c_00.uk,Shell,2016-08-14,159529.26,-963.31,auto,John Williams,CURRENT
8e642f83-3787-486e-b52a-cbcb98d3df2f,bank_c_00.uk,Olive Garden,2016-08-15,159051.13,-478.13,food,John Williams,CURRENT
7dcd9c18-32ae-4a90-8731-3dd73a496643,bank_c_00.uk,Olive Garden,2016-08-16,158375.86,-675.27,food,John Williams,CURRENT
67e6ed4f-b97e-4c8e-8ea3-007b35cffb5e,bank_c_00.uk,Rhapsody,2016-08-18,157655.37,-720.49,entertainment,John Williams,CURRENT
3baf270d-9f44-434e-b921-ca404f263983,bank_c_00.uk,Overlimit Fee,2016-08-19,157379.68,-275.69,fee,John Williams,CURRENT
3c57be75-3638-4dfb-ba97-d80013d41dde,bank_c_00.uk,PG&E,2016-08-24,156219.30,-1160.38,utility,John Williams,CURRENT
249edda0-fc68-4c17-8a76-efa94974f903,bank_c_00.uk,Olive Garden,2016-08-25,155640.29,-579.01,food,John Williams,CURRENT
0fb9728b-de92-4e7b-8c1c-f206aa71f017,bank_c_00.uk,Walgreen's,2016-08-25,153614.89,-2025.40,health,John Williams,CURRENT
50b96314-a90f-4d70-b8fd-6209febf3855,bank_c_00.uk,Tuition,2016-08-27,152390.47,-1224.42,education,John Williams,CURRENT
6ea96e11-dde6-4715-936d-19901d5caadd,bank_c_00.uk,Olive Garden,2016-08-29,151679.35,-711.12,food,John Williams,CURRENT
f8cd2064-fa76-4845-87cb-860159298152,bank_c_00.uk,K&L Wines,2016-09-01,151362.89,-316.46,gift,John Williams,CURRENT
6cfb789a-58f5-45f5-8ce5-528a3eac8609,bank_c_00.uk,Olive Garden,2016-09-04,150690.60,-672.29,food,John Williams,CURRENT
38f68cd1-cd7c-4d64-9bf6-9bb30ca26d1a,bank_c_00.uk,Olive Garden,2016-09-05,150218.89,-471.71,food,John Williams,CURRENT
31db8b81-6538-43be-8918-c9c8590cf12d,bank_c_00.uk,INCOME,2016-08-09,2120000.00,30000.00,INCOME,John Williams,SAVING
c18da088-dfa9-4dff-96e8-78fb4e4ed8d6,bank_c_01.uk,INCOME,2016-08-09,680000.00,20000.00,INCOME,Ammy Smith,SAVING
d1a5c3c5-aea1-4085-a5c2-8d8388c43972,bank_c_01.uk,INCOME,2016-08-09,302118.91,60000.00,INCOME,Ammy Smith,CURRENT
c647937e-07a2-4260-b9bb-aa6e81169677,bank_c_01.uk,RENT,2016-08-09,282118.91,-20000.00,RENT,Ammy Smith,CURRENT
7fc5eeea-ff24-4a98-884d-c7a04fd1b47b,bank_c_01.uk,Trader Joe's,2016-08-10,281539.55,-579.36,food,Ammy Smith,CURRENT
7760cb2a-6fc4-4f8f-b9ff-b7f75f2a722b,bank_c_01.uk,Trader Joe's,2016-08-14,280961.36,-578.19,food,Ammy Smith,CURRENT
43625560-6621-4a55-8b95-f0aac79a9f5e,bank_c_01.uk,Arco,2016-08-16,279257.22,-1704.14,auto,Ammy Smith,CURRENT
d3fe0063-7620-4979-9857-47805815b881,bank_c_01.uk,Wal-Mart,2016-08-17,277429.55,-1827.67,health,Ammy Smith,CURRENT
77e13d3f-e2ad-4ed7-90fe-8cc823f378da,bank_c_01.uk,Neiman-Marcus,2016-08-17,277125.80,-303.75,gift,Ammy Smith,CURRENT
9ffdbb1e-839a-4c5e-b82d-7d93bbff6de6,bank_c_01.uk,Trader Joe's,2016-08-21,276556.91,-568.89,food,Ammy Smith,CURRENT
72e77ca9-6ec3-433b-962c-091b74282f06,bank_c_01.uk,Trader Joe's,2016-08-23,275852.19,-704.72,food,Ammy Smith,CURRENT
a49c36ee-297b-404b-b77a-e66ae30d2360,bank_c_01.uk,Trader Joe's,2016-08-26,275266.38,-585.81,food,Ammy Smith,CURRENT
50f44aee-0d76-4a1a-be33-a5f91121cd9d,bank_c_01.uk,Amazon.com,2016-08-26,273953.15,-1313.23,education,Ammy Smith,CURRENT
839b1e0c-fb59-4dcc-8129-6510101ad109,bank_c_01.uk,Comcast,2016-08-29,271752.18,-2200.97,utility,Ammy Smith,CURRENT
22bc2bf0-34ce-4199-b997-ff0238946fcb,bank_c_01.uk,Kenneth Cole,2016-09-05,270170.08,-1582.10,clothing,Ammy Smith,CURRENT
19186ca7-7852-4f00-a7c8-662724812c67,bank_c_01.uk,Rhapsody,2016-09-05,269514.24,-655.84,entertainment,Ammy Smith,CURRENT
3c3f8da0-fc21-44b9-af84-fffad1c152b6,bank_c_00.uk,INCOME,2016-09-08,183218.89,33000.00,INCOME,John Williams,CURRENT
0dc5a221-cbff-4ef9-b1ce-dfe0341e1c95,bank_c_00.uk,Safeway,2016-09-10,182850.78,-368.11,food,John Williams,CURRENT
f2d4ee2d-d00e-46b4-9739-d4e28b74caf0,bank_c_00.uk,Nordstrom,2016-09-15,181673.88,-1176.90,clothing,John Williams,CURRENT
1fa349d8-cdb4-44f7-9d35-15a16e607c3b,bank_c_00.uk,Shell,2016-09-18,180351.13,-1322.75,auto,John Williams,CURRENT
19744b43-da8a-43f2-a0fb-29973b168fd2,bank_c_00.uk,Safeway,2016-09-19,179865.38,-485.75,food,John Williams,CURRENT
627e1ac5-6a30-419b-b48e-b74aeafb3452,bank_c_00.uk,Safeway,2016-09-19,179267.07,-598.31,food,John Williams,CURRENT
910a3bc7-6084-41f6-a1b1-6bafbb0ce0a2,bank_c_00.uk,Safeway,2016-09-22,178575.24,-691.83,food,John Williams,CURRENT
985870eb-b331-4218-b8ae-2241cc53805b,bank_c_00.uk,Registration,2016-09-26,176836.85,-1738.39,education,John Williams,CURRENT
94d68617-515d-4fad-a404-a20af9224bb5,bank_c_00.uk,Safeway,2016-09-29,176233.59,-603.26,food,John Williams,CURRENT
7180659b-3fb3-4fbf-983d-d642df7b75f2,bank_c_00.uk,AMC Theaters,2016-10-01,175795.70,-437.89,entertainment,John Williams,CURRENT
a9eeb354-e6b5-40aa-ba77-e1a35129b058,bank_c_00.uk,Dr. Jackson,2016-10-03,174463.90,-1331.80,health,John Williams,CURRENT
cc83e9aa-d129-4afd-8d27-178e4c0ab525,bank_c_00.uk,Safeway,2016-10-07,173982.89,-481.01,food,John Williams,CURRENT
792516e2-7495-45eb-8aa7-446213fe2054,bank_c_00.uk,INCOME,2016-09-08,2150000.00,30000.00,INCOME,John Williams,SAVING
a3887c69-52d3-4598-a99b-2e4df8025011,bank_c_01.uk,INCOME,2016-09-08,700000.00,20000.00,INCOME,Ammy Smith,SAVING
9fe98954-4a21-42b9-bbf2-2aabbce73e81,bank_c_01.uk,INCOME,2016-09-08,329514.24,60000.00,INCOME,Ammy Smith,CURRENT
6b24a13d-6200-423c-8805-6d33b884a388,bank_c_01.uk,RENT,2016-09-08,309514.24,-20000.00,RENT,Ammy Smith,CURRENT
d132d2a2-474f-49d9-915c-6b4edf086606,bank_c_01.uk,Annual Fee,2016-09-12,309170.55,-343.69,fee,Ammy Smith,CURRENT
d0dc195c-3c5d-4947-99b8-c7f9ae1ae8d4,bank_c_01.uk,J. Crew,2016-09-13,307869.36,-1301.19,clothing,Ammy Smith,CURRENT
50082ebc-b8da-48f1-9f3c-688fb6aba5d1,bank_c_01.uk,Trader Joe's,2016-09-14,307404.51,-464.85,food,Ammy Smith,CURRENT
c567c39b-047c-4ca4-854f-417647277512,bank_c_01.uk,Walgreen's,2016-09-18,305415.65,-1988.86,health,Ammy Smith,CURRENT
f79d079c-bb73-498e-ac69-0a11c915a33f,bank_c_01.uk,Trader Joe's,2016-09-19,304772.71,-642.94,food,Ammy Smith,CURRENT
feb99196-9d45-42e5-a286-ea23ce941a09,bank_c_01.uk,Trader Joe's,2016-09-24,304299.50,-473.21,food,Ammy Smith,CURRENT
12262cd9-9e7c-4db8-8f8d-23449453f93a,bank_c_01.uk,Trader Joe's,2016-09-25,303708.61,-590.89,food,Ammy Smith,CURRENT
0d8ff102-ee4e-485e-bbff-1ab35ca39b7f,bank_c_01.uk,Trader Joe's,2016-09-26,303194.25,-514.36,food,Ammy Smith,CURRENT
13c0364f-8856-48c2-b93d-fc92053cf65f,bank_c_01.uk,Tuition,2016-09-26,301837.59,-1356.66,education,Ammy Smith,CURRENT
c3e33548-c927-42fa-86b0-a9a4fb3a7805,bank_c_01.uk,Comcast,2016-09-30,300689.15,-1148.44,utility,Ammy Smith,CURRENT
468a0757-dc3c-4faf-961b-6a9726fec46b,bank_c_01.uk,Chevron,2016-10-02,299317.48,-1371.67,auto,Ammy Smith,CURRENT
d8106552-01d3-494a-9868-64f0d46708e4,bank_c_01.uk,K&L Wines,2016-10-02,298946.47,-371.01,gift,Ammy Smith,CURRENT
85963704-9e22-4d94-bb70-cfa22acb7a64,bank_c_01.uk,Amazon.com,2016-10-06,298555.08,-391.39,entertainment,Ammy Smith,CURRENT
caa34ca2-2dbb-432c-accf-15e4c77136d0,bank_c_00.uk,INCOME,2016-10-08,206982.89,33000.00,INCOME,John Williams,CURRENT
8307f848-6fb2-44ad-b561-6cdafa3e1f19,bank_c_00.uk,Trader Joe's,2016-10-09,206460.77,-522.12,food,John Williams,CURRENT
e1c97269-7868-41f3-854b-1bbfa90ccdcf,bank_c_00.uk,The Crucible,2016-10-09,205129.93,-1330.84,education,John Williams,CURRENT
f187bf68-e850-400d-b289-8713385e5fda,bank_c_00.uk,Trader Joe's,2016-10-13,204484.28,-645.65,food,John Williams,CURRENT
8b7fb541-485a-4802-932b-b91f29ef7fc5,bank_c_00.uk,Dr. Martins,2016-10-13,203485.27,-999.01,health,John Williams,CURRENT
0f8e016d-b175-42ad-b40a-21687d4cce5b,bank_c_00.uk,Trader Joe's,2016-10-15,202823.52,-661.75,food,John Williams,CURRENT
4083d3b0-300f-4e5b-83cf-ccfc0b6417c5,bank_c_00.uk,AT&T,2016-10-15,200789.21,-2034.31,utility,John Williams,CURRENT
b693df36-8b39-42c5-8a7f-c61d11823513,bank_c_00.uk,K&L Wines,2016-10-16,200539.32,-249.89,gift,John Williams,CURRENT
0492bcea-df63-41fb-95a0-641a472a606a,bank_c_00.uk,Monthly Fee,2016-10-21,200284.62,-254.70,fee,John Williams,CURRENT
27afdf29-f125-4e04-b6f6-5200fd881d33,bank_c_00.uk,Rhapsody,2016-10-23,199870.85,-413.77,entertainment,John Williams,CURRENT
6f5a8fa4-8fe3-4e7c-a3e3-4afbf6f5bdd6,bank_c_00.uk,Trader Joe's,2016-10-24,199201.27,-669.58,food,John Williams,CURRENT
786aa4f4-1fea-4cff-adee-67613d5733d5,bank_c_00.uk,Trader Joe's,2016-10-26,198772.43,-428.84,food,John Williams,CURRENT
b846b9a8-bf50-469d-b021-e9e7ea2af3c5,bank_c_00.uk,Macy's,2016-11-04,197714.89,-1057.54,clothing,John Williams,CURRENT
02c023ea-45bf-4155-87c9-850730bb7419,bank_c_00.uk,Trader Joe's,2016-11-07,197286.91,-427.98,food,John Williams,CURRENT
ca1a32e2-d986-4068-93f9-16af7c830a5d,bank_c_00.uk,INCOME,2016-10-08,2180000.00,30000.00,INCOME,John Williams,SAVING
86156958-9adf-48ce-873f-efd550bd5e90,bank_c_01.uk,INCOME,2016-10-08,720000.00,20000.00,INCOME,Ammy Smith,SAVING
67a6c201-a155-4f67-b3b6-525be2ed270b,bank_c_01.uk,INCOME,2016-10-08,358555.08,60000.00,INCOME,Ammy Smith,CURRENT
61c15458-423e-43f0-a09a-a21772c0a80d,bank_c_01.uk,,2016-10-08,356436.83,-2118.25,utility,Ammy Smith,CURRENT
236f8cb0-9dc9-4e7b-950c-7a6119a91d8d,bank_c_01.uk,RENT,2016-10-08,336436.83,-20000.00,RENT,Ammy Smith,CURRENT
904ae874-df3f-498d-86d5-dbfb7876b3e3,bank_c_01.uk,Safeway,2016-10-22,336017.03,-419.80,food,Ammy Smith,CURRENT
329064f1-776c-466c-8161-48eb32ca514f,bank_c_01.uk,The Gap,2016-10-23,335155.57,-861.46,clothing,Ammy Smith,CURRENT
17d55fea-86ef-485e-a039-8ba3857db4b3,bank_c_01.uk,K&L Wines,2016-10-25,334730.97,-424.60,gift,Ammy Smith,CURRENT
3565b010-5629-4d24-900d-3ebd1fefb73a,bank_c_01.uk,Monthly Fee,2016-10-26,334450.97,-280.00,fee,Ammy Smith,CURRENT
c66561e5-574c-4b50-af9c-00f35002630a,bank_c_01.uk,Safeway,2016-10-29,333862.71,-588.26,food,Ammy Smith,CURRENT
c6e4c262-aaf3-46b3-9eaf-521cc00771bf,bank_c_01.uk,iTunes Music Store,2016-10-29,333349.86,-512.85,entertainment,Ammy Smith,CURRENT
eabe40ff-7000-4931-a11d-b7ae5178e611,bank_c_01.uk,Safeway,2016-10-30,332926.03,-423.83,food,Ammy Smith,CURRENT
a4dbf2e8-9ed5-4421-a705-f3aff0aa16e7,bank_c_01.uk,Safeway,2016-11-02,332378.00,-548.03,food,Ammy Smith,CURRENT
aaafbb7c-0554-49c0-8f0d-15383b656e76,bank_c_01.uk,Safeway,2016-11-03,331687.11,-690.89,food,Ammy Smith,CURRENT
3f1105a3-16d7-422a-a477-ccd642d2dedc,bank_c_01.uk,Safeway,2016-11-03,331075.25,-611.86,food,Ammy Smith,CURRENT
dc63d405-0843-4c38-996b-b7c157a40c5a,bank_c_01.uk,Amazon.com,2016-11-05,329737.72,-1337.53,education,Ammy Smith,CURRENT
5d8dd31b-179d-485f-a3b2-a2e53603d723,bank_c_00.uk,INCOME,2016-11-07,230286.91,33000.00,INCOME,John Williams,CURRENT
4a363e53-27ed-41e5-bc68-b224c3030ebf,bank_c_00.uk,K&L Wines,2016-11-07,230008.15,-278.76,gift,John Williams,CURRENT
dbaa1ac8-3cbe-492b-b42e-83c87871b3e1,bank_c_00.uk,Jiffy Lube,2016-11-08,229048.11,-960.04,auto,John Williams,CURRENT
3027d252-35f9-45cc-b0c2-9ffe4d228474,bank_c_00.uk,Trader Joe's,2016-11-09,228476.11,-572.00,food,John Williams,CURRENT
5c7a60cd-516f-4627-8213-d9e8ca59ed0d,bank_c_00.uk,Banana Republic,2016-11-13,227505.39,-970.72,clothing,John Williams,CURRENT
424fec73-857a-44a3-aef5-af8d58861851,bank_c_00.uk,Trader Joe's,2016-11-14,226792.21,-713.18,food,John Williams,CURRENT
8966cc18-7eaf-4a24-abcb-14201d2012bb,bank_c_00.uk,Trader Joe's,2016-11-17,226246.06,-546.15,food,John Williams,CURRENT
